Symbol	Description
AVTXF.OB	Avantium N V
AVVH.OB	Avvaa World Health Care Products Inc
AVVIY.OB	Aviva Plc
AWCA.OB	Awaysis Capital Inc
AWCMY.OB	Alumina Ltd ADR
AWEVF.OB	Alphawave Ip Group Plc
AWKNF.OB	Awakn Life Sciences Corp
AWLCF.OB	Awilco Drilling Ltd
AWLID.OB	Ameriwest Lithium Inc
AWLIF.OB	Ameriwest Lithium Inc
AWMLF.OB	American West Metals Limited
AWON.OB	A-1 Group Inc
AWRRF.OB	A&W Revenue Royalties Income Fund
AWRS.OB	All World Resources Corp
AWSL.OB	Atlantic Power & Infrastructure Corp
AWTRF.OB	Air Water Inc
AWWI.OB	Alpha Wastewater Inc
AXAHF.OB	Axa S.A.
AXAHY.OB	Axa Sa ADR
AXDDF.OB	Azucar Minerals Ltd
AXGC.OB	Axis Energy Corp
AXIM.OB	Axim Biotechnologies Inc
AXLA.OB	Axcella Health Inc
AXMIF.OB	Axmin Inc
AXREF.OB	Amarc Resources Ltd
AXTG.OB	Axis Technologies Group Inc
AXVEF.OB	CDN Maverick Cap Corp
AXXA.OB	Exxe Group Inc
AYALY.OB	Ayala Corp ADR
AYASF.OB	Aya Gold & Silver Inc
AYRWF.OB	Ayr Wellness Inc
AYURF.OB	Ayurcann Hldgs Corp
AYYLF.OB	Ayala Corp
AZASF.OB	Arizona Gold & Silver Inc
AZGSQ.OB	Aztec Oil & Gas Inc
AZIHF.OB	Azimut Holding Spa
AZLAF.OB	Arizona Lithium Ltd
AZLCZ.OB	Aztec Land Comb Cert
AZMCF.OB	Arizona Metals Corp
AZMTF.OB	Azimut Exploration Inc
AZNCF.OB	Astrazeneca Plc Ord
AZREF.OB	Azure Power Global Ltd
AZRMF.OB	Azure Minerals Ltd
AZTEF.OB	TV Azteca S.A. DE C.V.
AZURF.OB	Azincourt Energy Corp
AZZTF.OB	Aztec Minerals Corp
BABAF.OB	Alibaba Group Holding Limited
BABB.OB	Bab Inc
BABL.OB	Buildablock Corp
BABWF.OB	International Consolidated Airlines Group Sa
BABYF.OB	Else Nutrition Holdings Inc
BACAW.OB	Berenson Acquisition Corp. I
BACHF.OB	Bank of China Ltd
BACHY.OB	Bank of China Ltd Ad ADR
BACRP.OB	Bank of America Corp
BADEF.OB	Hercules Silver Corp
BADFF.OB	Badger Infrastructure Solutions Ltd
BAESF.OB	Bae Systems Ord GBP
BAESY.OB	Bae Systems ADR
BAFYY.OB	Balfour Beatty Plc
BAIDF.OB	Baidu Inc
BAINF.OB	Base Inc
BAMGF.OB	Brookfield Corp
BAMXF.OB	Bayerische Motoren Werke Ag
BANT.OB	Bantec Inc
BAOB.OB	Baraboo Bancorporation Inc
BARUF.OB	Baru Gold Corp
BASA.OB	Basanite Inc
BASFY.OB	Basf Se ADR
BATRB.OB	Liberty Media
BATXF.OB	Battery X Metals Inc
BAUFF.OB	Blue Star Gold Corp
BAYP.OB	Bayport International Holdings
BAYRY.OB	Bayer Aktienges ADR
BAYZF.OB	Bayer Ag Ord
BBAJF.OB	Banco Del Bajio Sa
BBAL.OB	New York Health Care Inc
BBBK.OB	Baker Boyer Bancorp
BBBT.OB	Black Bird Biotech Inc
BBBXF.OB	Brixton Metals Corp
BBCPW.OB	Concrete Pumping Holdings Inc
BBIG.OB	Vinco Ventures Inc
BBIXF.OB	Bonus Biogroup Ltd
BBKCF.OB	Big Blockchain Intelligence Group
BBLC.OB	Blockchain Loyalty Corp
BBLKF.OB	Britannia Bulk Holdings Inc
BBLNF.OB	Babylon Holdings Limited
BBLR.OB	Bubblr Inc
BBLS.OB	Petrolia Energy Corp
BBOE.OB	Black Box Entertainment Ltd
BBOP.OB	Bebop Channel Corp
BBRDF.OB	Blackbird Plc
BBRRF.OB	Blueberries Medical Co.
BBRW.OB	Brewbilt MFG Inc
BBRYF.OB	Burberry Group Plc
BBSEY.OB	Bb Seguridade ADR
BBSRF.OB	Bluestone Resources Inc
BBTT.OB	Btab Ecommerce Group Inc
BBTVF.OB	Bbtv Holdings Inc
BBUZ.OB	Bebuzee Inc
BBVXF.OB	Banco Bilbao Vizcaya Argentaria S.A.
BBXIA.OB	Bbx Capital Inc
BCAUF.OB	Brilliance China Automotive Holding Ltd
BCBCF.OB	The Bc Bud Co.
BCBNF.OB	Base Carbon Inc
BCCEF.OB	Bactech Environmental Corp
BCCI.OB	Baristas Coffee Company Inc
BCCLF.OB	Becle Sab DE Cv
BCCMY.OB	Baic Mtr Corp Ltd
BCCOY.OB	Bico Group Ab
BCDMF.OB	Kuuhubb Inc
BCDRF.OB	Banco Santander S.A.
BCDS.OB	Blaqclouds Inc
BCEKF.OB	Bear Creek Mng Corp
BCHG.OB	Grayscale Bitcoin Cash TR Bch
BCHPY.OB	Brainchip Holdings Ltd
BCII.OB	Bcii Enterprises Inc
BCKIF.OB	Babcock International Group Plc
BCKIY.OB	Babcock International Group Plc
BCLYF.OB	Barclays Plc
BCMRF.OB	Bcm Resources Corp
BCMXY.OB	Bank of Communications Ltd ADR
BCND.OB	Beacon Redevelopment
BCNHF.OB	Invesco Markets II Plc
BCNN.OB	Balincan USA Inc
BCNWF.OB	Bitcoin Well Inc
BCRD.OB	Blueone Card Inc
BCTF.OB	Bancorp 34 Inc
BCUCF.OB	Brunello Cucinelli S P A
BCUCY.OB	Brunello Cucinelli S.P.A. ADR
BCUFF.OB	Bell Copper Corp
BCVVF.OB	Boc Aviation Ltd
BCYIF.OB	Ishares Plc Ord FTSE
BDCM.OB	Broadcast Mktng Group Inc
BDCO.OB	Blue Dolphin Energy Co.
BDDDY.OB	Bid Corp Ltd
BDDXF.OB	Deutsche Bank Ag [London Branch]
BDIMF.OB	Black Diamond Group
BDNNY.OB	Boliden Ab ADR
BDORY.OB	Banco Do Brasil S.A. ADR
BDOUY.OB	Bdo Unibank Inc ADR
BDPT.OB	Bioadaptives Inc
BDRAF.OB	Bombardier Inc
BDRBF.OB	Bombardier Inc Cl B
BDRFF.OB	Beiersdorf Ag
BDRFY.OB	Beiersdorf A G ADR
BDRL.OB	Blonder Tongue Laboratories
BDRSF.OB	Borders & Southern Petroleum Plc
BDRXF.OB	Bombardier Inc
BDULF.OB	Bangkok Dusit Medical Services Public Co. Ltd
BDVB.OB	Bagger Dave's Burger Tavern Inc
BDVC.OB	Business Development Corp
BDVSY.OB	Bidvest Group Ltd SP ADR
BDWBF.OB	Budweiser Brewing CO Apac Ltd
BDWBY.OB	Budweiser Brewing Company Apac Ltd
BEBE.OB	Bebe Stores Inc
BECTY.OB	Bechtle Ag
BEGI.OB	Blackstar Enterprise Group Inc
BELGF.OB	Bellevue Gold Ltd
BENCF.OB	Bens Creek Group Plc
BENZF.OB	Benz Mining
BEOB.OB	Beo Bancorp [Or]
BEOLF.OB	Beyond Oil Ltd
BEPTF.OB	Beach Energy Ltd
BERI.OB	Blue Earth Resources Inc
BESIY.OB	BE Semiconductor Industries N.V.
BETRF.OB	Betterlife Pharma Inc
BEVFF.OB	Diversified Royalty Corp
BEVVF.OB	Bee Vectoring Technologies International Inc
BEWFF.OB	Bewhere Holdings Inc
BFCC.OB	Bankfirst Capital Corp
BFCH.OB	Bitfrontier Capital Holdings Inc
BFFAF.OB	Basf Se
BFLBY.OB	Bilfinger Se ADR
BFNH.OB	Bioforce Nanosciences Holdings Inc
BFYW.OB	Better For You Wellness Inc
BGADF.OB	Brigadier Gold Limited
BGAOY.OB	Proximus Group
BGAVF.OB	Bravada Gold Corp
BGLAF.OB	Biogaia Ab
BGOUF.OB	Bang & Olufsen As
BGPPF.OB	Craft 1861 Global Holdings Inc
BGTTF.OB	Goat Inds Ltd
BGUUF.OB	Benguet Corp. Bc
BHDB.OB	Bank of Labor Bancshares Inc
BHKLY.OB	Boc Hong Kong [Holdings] Ltd
BHLIF.OB	Bradda Head Lithium Limited
BHLL.OB	Bunker Hill Mining Corp
BHMDF.OB	Bh Macro Ltd
BHNGF.OB	Bhang Inc
BHOOY.OB	Boohoo Group Plc ADR
BHPA.OB	Bhpa Inc
BHPLF.OB	Bhp Group Limited
BHSIF.OB	Bayhorse Silver Inc
BHTLF.OB	Bechtle Ag
BICB.OB	Biocube Inc
BICEY.OB	Societe Bic ADR
BICX.OB	Biocorrx Inc
BIDCF.OB	Blockchaink2 Corp
BIEI.OB	Premier Biomedical Inc
BIEL.OB	Bioelectronics Corp
BIGG.OB	Big Tree Group Inc
BIMT.OB	Bitmis Corp
BINP.OB	Bionoid Pharma Inc
BIOAF.OB	Bioasis Technologies Inc
BIOCQ.OB	Biocept Inc
BIOF.OB	Blue Biofuels Inc
BIOGY.OB	Biogaia Ag ADR
BIOIF.OB	Biome Grow Inc
BIOQ.OB	Bioqual Inc
BIOVF.OB	Swedish Orphan Biovitrum Ab
BIOYF.OB	Biosyent Inc
BIRDF.OB	Bird Construction Inc
BIREF.OB	Birchcliff Energy Ltd
BIRMF.OB	Biorem Inc
BISA.OB	Baltic Intl USA Inc
BITCF.OB	First Bitcoin Capital Corp
BITRF.OB	Biotron Ltd Ord
BITTF.OB	Bitterroot Resources Ltd
BITW.OB	Bitwise 10 Crypto Index Fund
BIXT.OB	Bioxytran Inc
BJCHF.OB	Beijing Capital International Airport Co. Ltd
BJCHY.OB	Beijing Capital International Airport Co. Ltd
BJINF.OB	Beijing Enterprises Holdings Ltd
BJWTF.OB	Beijing Enterprises
BKAHF.OB	Bank of Ayudhya Public Co. Ltd
BKBLF.OB	Magnetic North Acquisition Corp
BKCYF.OB	Bank Cyprus Hldgs Pub Ltd CO
BKEAF.OB	The Bank of East Asia Ltd
BKEAY.OB	Bank of East Asia Limited
BKFAF.OB	Brookfield Corp
BKFKF.OB	Bakkafrost Pf
BKGFY.OB	Berkeley Group Holdi
BKHPF.OB	Bank Hapoalim B.M.
BKHYY.OB	Bank Hapoalim B.M.
BKIRF.OB	Black Iron Inc
BKISF.OB	Ishares US Mortgage Backed Securities
BKKLY.OB	Bangkok Bank Public
BKKPF.OB	Bangkok Bank Public CO Ltd
BKLRF.OB	Berkeley Energy Ltd
BKNIY.OB	Bankinter S.A.
BKOR.OB	Oak Ridge Financial Services
BKPKF.OB	Bank Polska Kasa Opieki
BKQNY.OB	Bank of Queensland
BKRIF.OB	Bank Ireland Group Plc
BKRIY.OB	Bank of Ireland Group Plc ADR
BKRKF.OB	Bank Rakyat
BKRKY.OB	Pt Bank Rakyat ADR
BKRRF.OB	Blackrock Silver Corp
BKSC.OB	Bank of So Car Cp
BKTPF.OB	Cruz Battery Metals Corp
BKUCF.OB	Blue Sky Uranium
BKUH.OB	Bakhu Holdings Corp
BKUT.OB	Bank Utica NY
BKUTK.OB	Bank of Utica [Ny]
BLAGF.OB	Blue Lagoon Resources Inc
BLCM.OB	Bellicum Pharmaceuticals Inc
BLDV.OB	Blue Diamond Ventures Inc
BLEG.OB	Branded Legacy Inc
BLFE.OB	Biolife Sciences Inc
BLFR.OB	Bluefire Equipment Corp
BLGFF.OB	Baillie Gifford US Growth TR Plc
BLGO.OB	Biolargo Inc
BLGVF.OB	Belgravia Hartford Cap Inc
BLHEF.OB	Baloise Holdings Ag
BLHEY.OB	Baloise Holdings Ag
BLHK.OB	Blueharbor Bank [Nc]
BLHWF.OB	Belimo Holding Ag
BLIAQ.OB	Blockbuster Inc
BLIDF.OB	Boliden Ab
BLIS.OB	Beliss Corp
BLKIF.OB	Ishares IV Plc
BLKLF.OB	Blackline Safety Corp
BLKXF.OB	Ishares IV Plc
BLLB.OB	Bell Buckle Holdings
BLLYF.OB	Bluejay Mng Plc
BLMC.OB	Biloxi Marsh Lands Corp
BLMIF.OB	Bank Leumi Le Israel
BLMS.OB	Bloomios Inc
BLONF.OB	Co2 Gro Inc
BLOZF.OB	Cannabix Technologies Inc
BLPG.OB	Blue Line Protection Group Inc
BLPH.OB	Bellerophon Ther Com
BLQC.OB	Blockquarry Corp
BLRDF.OB	Billerud Korsnas Aktiebolag Public
BLRDY.OB	Billerud Ab
BLSFF.OB	Bluescope Steel Ltd
BLSFY.OB	Bluescope Steel Ltd
BLSP.OB	Blue Sphere Corp
BLSTF.OB	Blackstone Minerals Ltd
BLTH.OB	American Battery Materials Inc
BLTHD.OB	American Battery Materials Inc
BLTMF.OB	Blue Thunder Mining Inc
BLUMY.OB	Blue Moon Group Holdings Limited
BLWYF.OB	Bellway Plc.
BLYQ.OB	Bally Corp
BMBLF.OB	Brambles Ltd
BMBN.OB	Benchmark Banksh VA
BMBOY.OB	Grupo Bimbo S.A.
BMCLF.OB	Baic Mtr Corp Ltd
BMCS.OB	Biotech Medics Inc
BMDLF.OB	BMO Covered Call Canadian Banks ETF
BMKDF.OB	Biomark Diagnostics Inc
BMLWF.OB	BMO Low Volatility US Equity ETF
BMMJ.OB	Body and Mind Inc
BMMPF.OB	BMO Equal Weight Bks
BMMVF.OB	BMO Covered Call Utils ETF
BMNM.OB	Bimini Capital Management Inc
BMNR.OB	Bitmine Immersion Technologies Inc
BMOOF.OB	Blue Moon Metals Inc
BMRPF.OB	B& M European Value Re Tail S.A.
BMRRY.OB	B& M European Value Re Tail S.A.
BMSPF.OB	Biomass Secure Power Inc
BMTLF.OB	Bemetals Corp
BMTM.OB	Bright Mountain Media Inc
BMWYY.OB	Bayerische Motoren Werke ADR
BMXC.OB	Bemax Inc
BMXI.OB	Brookmount Explorations Inc
BMXMF.OB	Biomerieux 69 Marcy L'Etoile
BMYMP.OB	Bristol Myer Squi Pf
BNCC.OB	Bnccorp Inc
BNCM.OB	Bounce Mobile Sys Inc
BNDSF.OB	Banco DE Sabadell Sa
BNDSY.OB	Banco DE Sabadell Sa
BNEFF.OB	Bonterra Energy Corp
BNET.OB	Bion Environmental Technologies
BNGLF.OB	Bengal Energy Ltd
BNKHF.OB	Boc Hong Kong Holdings Ltd
BNKSF.OB	Ishares V Plc
BNNHF.OB	Benjamin Hill Mining Corp
BNNLF.OB	Bannerman Energy Ltd
BNPJY.OB	Banpu Public Co. Ltd
BNPQF.OB	Bnp Paribas Ord Ff 2
BNPQY.OB	Bnp Paribas ADR
BNSOF.OB	Bonso Electronics Intl Inc
BNTGF.OB	Brenntag Se
BNTGY.OB	Brenntag Se
BNTOF.OB	Benefit One Inc
BNTRF.OB	Benton Resources Inc
BNVIF.OB	Binovi Technologies Corp
BNXAF.OB	Banxa Hldgs Inc
BNXTF.OB	Bionxt Solutions Inc
BOALF.OB	Boral Ltd
BODYW.OB	The Beachbody Company Inc WT
BOEUF.OB	Bonesupport Holding Ab
BOID.OB	Bank of Idaho Holding Co.
BOIVF.OB	Bollore Investissement
BOLSY.OB	B3 Sa Brasil Bolsa Balcao
BOMO.OB	Bowmo Inc
BOMXF.OB	Bolsa Mexicana Val A Shs
BONL.OB	Bonal International Inc
BONTQ.OB	Bon Ton Stores The
BONXF.OB	Bonterra Res Inc
BOPO.OB	Biopower Operations Corp
BOREF.OB	Borealis Exploration Ltd
BORK.OB	Bourque Industries Inc
BORT.OB	Botetourt Bankshares
BORUF.OB	Borussia Dortmund Gmbh & Co.
BOSSY.OB	Hugo Boss Ag
BOTRF.OB	China Everbright Water Ltd
BOTY.OB	Lingerie Fighting Championships Inc
BOUYF.OB	Bouygues Sa
BOUYY.OB	Bouygues Sa
BOWFF.OB	Boardwalk Real Estat
BPAQF.OB	BP Plc
BPCGF.OB	Banco Comercial Portugues S.A.
BPCGY.OB	Banco Comercial Portugues S.A.
BPCP.OB	Bishop Capital Corp
BPHLY.OB	Bank of The Philippine Islands ADR
BPIRY.OB	Piraeus Financial Hldgs S A ADR
BPOPO.OB	Popular Inc
BPOSF.OB	Bpost Sa
BPOSY.OB	Bpost S.A.
BPPPF.OB	Bid Corp Ltd
BPZZF.OB	Boston Pizza Royalties Income Fund
BQSSF.OB	Boss Energy Ltd
BRAV.OB	Bravada International Ltd
BRAXF.OB	Braxia Scientific Corp
BRBL.OB	Brewbilt Brewing CO
BRBMF.OB	Big Rock Brew Inc TR
BRBOF.OB	Brembo Spa Italy
BRCHF.OB	Brainchip Holdings Ltd
BRCNF.OB	Burcon Nutrascience Corp
BRCTF.OB	Bioarctic Ab
BRDCY.OB	Bridgestone Corp ADR
BRDS.OB	Bird Global Inc Cl A
BRDSW.OB	Bird Global Inc
BREUF.OB	Brookfield Real Est
BRGC.OB	Brightrock Gold Corp
BRGO.OB	Bergio International Inc
BRKCF.OB	Barksdale Resources Corp
BRKFF.OB	Brookfield Office Properties Inc
BRLAF.OB	British Land Ord GBP
BRLGF.OB	Dominion Lending Ctrs Inc
BRLL.OB	Barrel Energy Inc
BRLXF.OB	Boralex Inc Cl A
BRNE.OB	Borneo Resource Investments Ltd
BRNGF.OB	Buru Energy Ltd
BRNHF.OB	Broncus Hldg Corp
BROE.OB	Baron Energy Inc
BRPHF.OB	Galaxy Digital Holdings
BRQSF.OB	Borqs Technologies Inc
BRRAY.OB	Barloworld Ltd ADR
BRRGF.OB	Bergenbio As
BRRLY.OB	Barry Callebaut Ag
BRRN.OB	Born Inc
BRSE.OB	Broadside Enterprises Inc
BRSGF.OB	Queens Road Capital Investment Ltd
BRSLF.OB	Barsele Minerals Corp
BRST.OB	Broad Street Realty Inc
BRTHY.OB	Brother Industries Ltd [Japan] ADR
BRUZF.OB	Canada Carbon Inc
BRVMF.OB	Bravo Mining Corp
BRVO.OB	Bravo Multinational Incorporated
BRVVF.OB	Quantum Battery Metals Corp
BRWC.OB	Birdie Win Corp
BRWXF.OB	Brunswick Expl Inc
BRYAF.OB	Berjaya Corporation Bhd
BRYFF.OB	Bri-Chem Corp
BRYN.OB	Bryn Resources Inc
BRZL.OB	Scepter Holdings Inc
BRZV.OB	Breezer Ventures Inc
BSEAF.OB	Braemar Shipping Services Plc
BSEFY.OB	Benesse Holdings Inc
BSEG.OB	Big Screen Entertainment Group Inc
BSEM.OB	Biostem Technologies Inc
BSENF.OB	Baselode Energy Corp
BSFFF.OB	Basic-Fit N.V.
BSFO.OB	Bank San Francisco California
BSHI.OB	Boss Holdings Inc
BSHPF.OB	Challenger Energy Group Plc
BSHVF.OB	Bushveld Minerals Ltd
BSKZF.OB	Bambuser Ab
BSND.OB	Boston Sand & Gravel Co.
BSNLF.OB	Blue Star Helium Ltd
BSPA.OB	Ballston Spa Bancorp Inc
BSPDF.OB	Pt Bumi Serpong Damai
BSPK.OB	Bespoke Extracts Inc
BSQKZ.OB	Block Inc
BSRTF.OB	Bsr Real Estate Investment Trust
BSRUF.OB	Base Resources Ltd
BSSC.OB	Bank of Southside [Carson Va]
BSTK.OB	Brite-Strike Tactica
BSTO.OB	Blue Star Opportunities Corp
BSWGF.OB	Black Swan Graphene Inc
BSXGF.OB	Belo Sun Mining Corp
BTAEF.OB	Beta Energy Corp
BTAFF.OB	British American Tob
BTAX.OB	Biostax Corp
BTBIF.OB	Btb Real Estate Invt
BTCWF.OB	Bluesky Digital Assets Corp
BTDPF.OB	Barratt Developments Plc.
BTDPY.OB	Barratt Developments Plc ADR
BTEAF.OB	Beneteau Sa
BTEUF.OB	Bitcoin ETF
BTGHF.OB	Bigtincan Hldgs Ltd
BTGOF.OB	Bt Group Plc
BTIM.OB	Boatim Inc
BTKRF.OB	Q Battery Metals Corp
BTLCY.OB	British Land ADR
BTLLF.OB	North Peak Resources Ltd
BTNY.OB	Beite Energy Corp
BTOW.OB	Gtfn Holdings Inc
BTQNF.OB	Bqe Water Inc
BTQQF.OB	Btq Technologies Corp
BTRMF.OB	Battery Mineral Resources Corp
BTRYF.OB	Battery Minerals Ltd
BTTC.OB	Bitech Technologies Corp
BTUMF.OB	Btu Metals Corp
BTVCF.OB	Britvic Plc
BTVCY.OB	Britvic Plc
BTVRF.OB	Bluerush Inc
BTZI.OB	Bots Inc
BUBSF.OB	Bubs Australia Ltd
BUDFF.OB	Anheuser Busch Inbev Sa NV
BUDZ.OB	Weed Inc
BUENF.OB	Blue Energy Ltd
BUGDF.OB	Bumrungrad Hospital Public Co. Ltd
BUHPF.OB	Bumrungrad Hospital Public Co. Ltd
BUKS.OB	Butler National Corp
BULT.OB	Bullet Blockchain Inc
BURBY.OB	Burberry Group Plc ADR
BURCA.OB	Burnham Holdings Inc
BURCF.OB	Basin Uranium Corp
BURUW.OB	Nuburu Inc WT
BUUZ.OB	Calethos Inc
BVAXF.OB	Biovaxys Technology Corp
BVERS.OB	Beaver Coal Ltd S
BVHMF.OB	Vistry Group Plc
BVNKF.OB	Bavarian Nordic A/S
BVNNF.OB	Bevcanna Enterprises Inc
BVNRY.OB	Bavarian Nordic ADR
BVRDF.OB	Bureau Veritas Registre International DE Classif
BVVBY.OB	Bureau Veritas Sa
BWAGF.OB	Bawag Group Ag
BWCGF.OB	Blackwolf Copper & Gold Ltd
BWEFF.OB	Bw Energy
BWEL.OB	Boswell J G Co.
BWERY.OB	Bw Energy
BWLKF.OB	Boardwalktech Software Corp
BWLLF.OB	Bw Lpg Ltd
BWLLY.OB	Bw Lpg Ltd
BWMG.OB	Brownie's Marine Group Inc
BWMY.OB	Borrowmoney.com Inc
BWPC.OB	Blue Water Petroleum Corp
BWTX.OB	Bakken Water Transfer Services Inc
BWVI.OB	Blue Water Ventures International Inc
BWVTF.OB	Barclays Bank Plc
BXBLY.OB	Brambles Ltd ADR
BXDIF.OB	Brookfield Corp
BXLC.OB	Bexil Cp
BXPHF.OB	Botanix Pharmaceuticals Ltd
BXRBF.OB	Bendigo & Adelaide Bank Ltd
BXRDF.OB	Australian Silica Quartz Group Ltd
BXRX.OB	Baudax Bio Inc
BYAGF.OB	Banyan Gold Corp
BYCBF.OB	Barry Callebaut Ag
BYCRF.OB	Baycurrent Consulting
BYDDF.OB	Byd Ltd H Shs
BYDDY.OB	Byd Company Ltd ADR
BYDGF.OB	Boyd Group Svcs Inc
BYDIF.OB	Byd Electronic International CO Ltd
BYDIY.OB	Byd Electronic International CO Ltd
BYDMF.OB	Beyond Lithium Inc
BYLB.OB	Boyle Bancorp Boyle
BYLOF.OB	Big Yellow Group Plc
BYLTF.OB	Baylin Technologies Inc
BYOC.OB	Beyond Commerce Inc
BYOGF.OB	Bounty Oil & Gas NL
BYPLF.OB	Bodycote Plc
BYRG.OB	Buyer Group Intl Inc
BYROF.OB	Byron Energy Ltd
BYSD.OB	Bayside Corp
BYYLF.OB	Balyo Sa
BZAMF.OB	Bzam Ltd
BZDYF.OB	BMO US Divid ETF
BZLFF.OB	Bunzl Plc
BZLFY.OB	Bunzl Plc ADR
BZLYF.OB	Beazley Plc
BZQIY.OB	Bezeq The Israeli Te
BZSPF.OB	BMO S&P 500 Index ETF
BZTG.OB	Buzz Technologies Inc
BZWHF.OB	BMO US High Divd Covered Call ETF
BZWR.OB	Business Warrior Corp
BZYR.OB	Burzynski Research Institute Inc
BZZUF.OB	Buzzi Unicem Spa
BZZUY.OB	Buzzi Spa ADR
CABGY.OB	Carlsberg As ADR
CABJF.OB	Carlsberg As
CABPF.OB	Cab Pmts Hldgs Ltd
CABT.OB	Coastal Bk & TR Jacksonville NC
CACH.OB	Cache Inc
CADNF.OB	Cascades Inc
CAFI.OB	Consumer Automotive Finance Inc
CAFS.OB	Cafe Serendipity Holdings Inc
CAGU.OB	Castle Group Inc
CAHPF.OB	Evolution Mining Ltd
CAIAF.OB	CA Immobilien Anlagen Ag
CAIXY.OB	Caixabank
CAJFF.OB	Canon Inc [F]
CAJPY.OB	Canon Inc ADR
CAJTF.OB	Canada Jetlines Operations Ltd
CALA.OB	Calithera Biosci Com
CALIQ.OB	China Auto Logistics Inc
CALZF.OB	Calzada Ltd
CAMG.OB	Cam Group Inc
CAMNF.OB	Cascadia Minerals Ltd
CAMZF.OB	Camino Minerals Corp
CANB.OB	Can B Corp
CANL.OB	Cannlabs Inc
CANN.OB	Trees Corp
CANOF.OB	California Nanotechnologies Corp
CANOW.OB	Cano Health Inc WT
CANQF.OB	Canaquest Medical Corp
CANSF.OB	Willow Biosciences Inc
CAOVF.OB	China Overseas Land & Investment
CAOVY.OB	China Overseas Land & Investment Ltd
CAOX.OB	California Orchard Co.
CAPC.OB	Capstone Companies Inc
CAPFF.OB	Capital Limited
CAPMF.OB	Capgemini Se
CAPS.OB	Capstone Therapeutics Corp
CAPTF.OB	Capitan Silver Corp
CAPV.OB	Cabo Verde Capital Inc
CARCY.OB	China Resources Cement Holdings Ltd
CASBF.OB	Cansino Biologics Inc
CASXF.OB	Casa Minerals
CATG.OB	Capstone Technologies Group Inc
CATKU.OB	Catskill Litigation Trust
CATPF.OB	Giyani Metals Corp
CATTF.OB	Cat Strategic Metals Corp
CATV.OB	4Cable TV Internatio
CAULF.OB	Cauldron Energy Ltd
CAVG.OB	Acc Aviation Holdings Ltd
CAVR.OB	Cavu Resources Inc
CAWW.OB	CCA Industries Inc
CAXPF.OB	District Copper Corp
CAZGF.OB	Catapult Group International Ltd
CBAF.OB	Citba Financial Corp
CBAOF.OB	Cibanco Sa Ctf Bursatiles Fiduciarios Inmobiliar
CBAUF.OB	Commonwealth Bk of A
CBBB.OB	Continental Beverage Brands Corp
CBBHF.OB	Cobalt Blue Hldgs.
CBBI.OB	Cbb Bancorp Inc
CBCA.OB	Crown Baus Capital Corp
CBCPQ.OB	Colonial Capital Trust IV
CBCY.OB	Central Bancompany
CBCYB.OB	Central Bancompany
CBDD.OB	Cbd of Denver Inc
CBDG.OB	City Media
CBDL.OB	Cbd Life Sciences Inc
CBDNF.OB	Cbd Global Sciences Inc
CBDS.OB	Cannabis Sativa Inc
CBDW.OB	1606 Corp
CBDX.OB	Curative Biosciences Inc
CBDY.OB	Target Group Inc
CBGH.OB	China Yibai United Guarantee Intl
CBGL.OB	Cannabis Global Inc
CBGPF.OB	Close Brothers Group Plc
CBGPY.OB	Close Brothers Group Plc [Uk] ADR
CBGZF.OB	Cabral Gold Inc
CBIA.OB	Canopus Biopharma Inc
CBIH.OB	Cannabis Bioscience Intl Hldgs Inc
CBJCL.OB	Corporate Asset Backed Corp
CBKCQ.OB	Christopher & Banks Corp
CBKM.OB	Consumers Bancorp
CBLO.OB	C2 Blockchain Inc
CBMJ.OB	Conservative Broadcast Media & Journalism Inc
CBNT.OB	C-Bond Systems Inc
CBNWF.OB	Carbon Streaming Corp
CBOBA.OB	Bay Community Bancorp
CBOF.OB	Cboa Financial Inc
CBRGF.OB	Chain Bridge I
CBRI.OB	Cmtsu Liquidation Inc
CBSC.OB	Cb Scientific Inc
CBSTF.OB	The Cannabist Company Holdings Inc
CBTC.OB	Xtra Bitcoin Inc
CBTN.OB	Citizens Bancorp Investment Inc
CBTTF.OB	Cathedra Bitcoin Inc
CBUIF.OB	Commodore International Limited
CBULF.OB	Gratomic Inc
CBUMY.OB	China National Building Material ADR
CBUTF.OB	Clear Blue Technologies Intl Inc
CBWA.OB	Commencement Bank
CBWBF.OB	Canadian Western Bank [Edmonton Ab]
CBWTF.OB	Cannabis Wheaton Income Corp
CBYDF.OB	Corby Distilleries L
CBYI.OB	Cal-Bay International Inc
CCAJ.OB	Coastal Capital Acquisition Corp
CCARF.OB	Colonial Coal International Corp
CCBC.OB	Chino Commercial Bancorp
CCCFF.OB	Carlyle Commodities Corp
CCCP.OB	Crona Corp
CCDBF.OB	Ccl Industries Inc
CCEDF.OB	Cascadero Copper Corp
CCFC.OB	Ccsb Financial Corp
CCFLU.OB	Ccf Hldgs Llc.
CCFN.OB	Muncy Columbia Financial Corp
CCGPY.OB	C&C Group Plc
CCHBF.OB	Coca Cola Hbc Ltd
CCHGY.OB	Coca-Cola Hbc Ag ADR
CCLX.OB	Cableclix [Usa]
CCNB.OB	Coastal Carolina Bancshares Inc
CCNCF.OB	Kaizen Discovery Inc
CCOEF.OB	Capcom Ltd
CCOEY.OB	Capcom Ltd
CCOJY.OB	Coca Cola West Ltd
CCOOF.OB	Core Assets Corp
